birdId,birdName,scientificName,found_in_xenocanto,xenocanto_recordings
973,Forest Canary,Crithagra scotops,Not searched,
974,Brimstone Canary,Crithagra sulphurata,Not searched,
975,Yellow Canary,Crithagra flaviventris,Not searched,
976,Yellow-fronted Canary,Crithagra mozambica,Not searched,
977,Black-throated Canary,Crithagra atrogularis,Not searched,
978,Lemon-breasted Canary,Crithagra citrinipectus,Not searched,
979,Cape Siskin,Crithagra totta,Not searched,
980,Drakensberg Siskin,Crithagra symonsi,Not searched,
981,Protea Canary,Crithagra leucoptera,Not searched,
982,White-throated Canary,Crithagra albogularis,Not searched,
983,Streaky-headed Seedeater,Crithagra gularis,Not searched,
984,Black-eared Seedeater,Crithagra mennelli,Not searched,
985,Common Chaffinch,Fringilla coelebs,Not searched,
986,Lark-like Bunting,Emberiza impetuani,Not searched,
987,Cape Bunting,Emberiza capensis,Not searched,
988,Cinnamon-breasted Bunting,Emberiza tahapisi,Not searched,
989,Golden-breasted Bunting,Emberiza flaviventris,Not searched,
990,Cabanis's Bunting,Emberiza cabanisi,Not searched,
991,Ortolan Bunting,Emberiza hortulana,Not searched,
992,Laughing Gull,Leucophaeus atricilla,Not searched,
993,Wood Warbler,Phylloscopus sibilatrix,Not searched,
994,Christmas Island Frigatebird,Fregata andrewsi,Not searched,
995,Mascarene Petrel,Pseudobulweria aterrima,Not searched,
996,Pincoya Storm Petrel,Oceanites pincoyae,Not searched,
997,Woodchat Shrike,Lanius senator,Not searched,
998,Dimorphic Egret,Egretta (garzetta) dimorpha,Not searched,
999,European Red-rumped Swallow,Cecropis rufula,Not searched,
